byte_val,timing,is_target,predicted_key
35,10012,0,0
35,9994,0,0
36,9928,0,0
36,9990,0,0
36,9874,0,0
36,10050,0,0
36,9976,0,0
36,10088,0,0
36,9962,0,0
36,10102,0,0
36,9960,0,0
36,9980,0,0
37,9944,0,0
37,9928,0,0
37,9966,0,0
37,9648,0,0
37,9706,0,0
37,9942,0,0
37,9776,0,0
37,10066,0,0
37,10464,0,0
37,10078,0,0
38,10074,0,0
38,9966,0,0
38,9970,0,0
38,9898,0,0
38,9914,0,0
38,9968,0,0
38,9978,0,0
38,9938,0,0
38,9960,0,0
38,9912,0,0
39,9986,0,0
39,10074,0,0
39,9980,0,0
39,9754,0,0
39,9814,0,0
39,9674,0,0
39,9756,0,0
39,10000,0,0
39,9964,0,0
39,10406,0,0
40,10394,0,0
40,10336,0,0
40,10542,0,0
40,10404,0,0
40,9988,0,0
40,9962,0,0
40,9870,0,0
40,10118,0,0
40,9998,0,0
40,9988,0,0
41,10056,0,0
41,9990,0,0
41,10062,0,0
41,10348,0,0
41,10006,0,0
41,9946,0,0
41,9996,0,0
41,9930,0,0
41,9896,0,0
41,9924,0,0
42,9940,0,0
42,9964,0,0
42,9970,0,0
42,9692,0,0
42,9830,0,0
42,9722,0,0
42,9710,0,0
42,9658,0,0
42,9822,0,0
42,9702,0,0
43,9674,0,0
43,9664,0,0
43,9756,0,0
43,9886,0,0
43,9812,0,0
43,9904,0,0
43,9898,0,0
43,9866,0,0
43,9838,0,0
43,9944,0,0
44,10232,0,0
44,9888,0,0
44,9936,0,0
44,9970,0,0
44,10298,0,0
44,10218,0,0
44,10042,0,0
44,9914,0,0
44,9982,0,0
44,10008,0,0
45,9966,0,0
45,9980,0,0
45,9978,0,0
45,9918,0,0
45,9974,0,0
45,10012,0,0
45,9984,0,0
45,9954,0,0
45,9902,0,0
45,9986,0,0
46,10022,0,0
46,9980,0,0
46,10242,0,0
46,10644,0,0
46,10524,0,0
46,10428,0,0
46,10542,0,0
46,10366,0,0
46,10568,0,0
46,10344,0,0
47,10486,0,0
47,10396,0,0
47,10378,0,0
47,10416,0,0
47,10422,0,0
47,10300,0,0
47,10284,0,0
47,10064,0,0
47,10454,0,0
47,10450,0,0
48,10494,0,30
48,10276,0,0
48,9868,0,0
48,9976,0,0
48,9852,0,0
48,10008,0,0
48,10056,0,0
48,10008,0,0
48,9932,0,0
48,9880,0,0
49,9914,0,0
49,10366,0,0
49,10324,0,0
49,10428,0,0
49,10390,0,0
49,10272,0,0
49,10404,0,0
49,10178,0,0
49,10276,0,0
49,10224,0,0
50,10160,0,0
50,9880,0,0
50,9950,0,0
50,9928,0,0
50,10064,0,0
50,10080,0,0
50,10068,0,0
50,9956,0,0
50,10040,0,0
50,10186,0,0
51,10116,0,0
51,9902,0,0
51,9906,0,0
51,9976,0,0
51,10174,0,0
51,9976,0,0
51,9938,0,0
51,10066,0,0
51,9998,0,0
51,9946,0,0
52,9952,0,0
52,9770,0,0
52,9680,0,0
52,9796,0,0
52,9848,0,0
52,9804,0,0
52,9738,0,0
52,9728,0,0
52,9880,0,0
52,9900,0,0
53,9852,0,0
53,9876,0,0
53,9866,0,0
53,10198,0,0
53,10576,0,0
53,9942,0,0
53,10088,0,0
53,10000,0,0
53,9932,0,0
53,10016,0,0
54,10004,0,0
54,9672,0,0
54,9600,0,0
54,9908,0,0
54,9972,0,0
54,9962,0,0
54,9988,0,0
54,9914,0,0
54,9980,0,0
54,9990,0,0
55,9922,0,0
55,10026,0,0
55,10000,0,0
55,10052,0,0
55,9808,0,0
55,10014,0,0
55,9916,0,0
55,10316,0,0
55,10552,0,0
55,10392,0,0
56,9956,0,0
56,9902,0,0
56,9874,0,0
56,10036,0,0
56,9910,0,0
56,9964,0,0
56,9942,0,0
56,10010,0,0
56,9882,0,0
56,9978,0,0
57,10036,0,0
57,9918,0,0
57,9804,0,0
57,9892,0,0
57,9804,0,0
57,10170,0,0
57,10362,0,0
57,10372,0,0
57,10008,0,0
57,9974,0,0
58,10004,0,0
58,9960,0,0
58,10032,0,0
58,9966,0,0
58,10054,0,0
58,9928,0,0
58,10016,0,0
58,9854,0,0
58,9852,0,0
58,9968,0,0
59,9912,0,0
59,9996,0,0
59,9908,0,0
59,9968,0,0
59,9914,0,0
59,9946,0,0
59,10032,0,0
59,10028,0,0
59,9964,0,0
59,10068,0,0
60,10336,0,0
60,10394,0,0
60,10352,0,0
60,10412,0,0
60,10454,0,0
60,10346,0,0
60,10590,0,0
60,10450,0,0
60,9952,0,0
60,10232,0,0
61,9930,0,0
61,9832,0,0
61,9908,0,0
61,9902,0,0
61,9932,0,0
61,10036,0,0
61,9884,0,0
61,9948,0,0
61,9978,0,0
61,9936,0,0
62,10018,0,0
62,9974,0,0
62,10324,0,0
62,10370,0,0
62,10280,0,0
62,10434,0,0
62,10284,0,0
62,10422,0,0
62,10366,0,0
62,9912,0,0
63,9928,0,0
63,9934,0,0
63,9942,0,0
63,9798,0,0
63,10032,0,0
63,10248,0,0
63,10296,0,0
63,10310,0,0
63,10382,0,0
63,10172,0,0
64,9946,0,0
64,10200,0,0
64,10070,0,0
64,9922,0,0
64,10004,0,0
64,9950,0,0
64,9964,0,0
64,9994,0,0
64,9956,0,0
64,10020,0,0
65,10090,0,0
65,10342,0,0
65,10344,0,0
65,10442,0,0
65,10340,0,0
65,10516,0,0
65,10350,0,0
65,10332,0,0
65,10324,0,0
65,10330,0,0
66,10070,0,0
66,9854,0,0
66,9812,0,0
66,10102,0,0
66,10232,0,0
66,10436,0,0
66,9946,0,0
66,10006,0,0
66,10036,0,0
66,9978,0,0
67,9900,0,0
67,9856,0,0
67,10124,0,0
67,10154,0,0
67,10012,0,0
67,9890,0,0
67,9862,0,0
67,10114,0,0
67,9922,0,0
67,10032,0,0
68,10070,0,0
68,9900,0,0
68,9920,0,0
68,9892,0,0
68,9900,0,0
68,9950,0,0
68,9794,0,0
68,9832,0,0
68,9952,0,0
68,9920,0,0
69,9852,0,0
69,9906,0,0
69,9844,0,0
69,9742,0,0
69,9906,0,0
69,9922,0,0
69,9950,0,0
69,10004,0,0
69,10026,0,0
69,10032,0,0
70,9916,0,0
70,9924,0,0
70,10028,0,0
70,9994,0,0
70,9818,0,0
70,9936,0,0
70,9976,0,0
70,10308,0,0
70,10288,0,0
70,10014,0,0
71,9976,0,0
71,9948,0,0
71,10014,0,0
71,10282,0,0
71,10382,0,0
71,10324,0,0
71,10144,0,0
71,9952,0,0
71,9938,0,0
71,9886,0,0
72,9960,0,0
72,10060,0,0
72,9990,0,0
72,9870,0,0
72,9972,0,0
72,9966,0,0
72,9968,0,0
72,9932,0,0
72,9986,0,0
72,10064,0,0
73,9940,0,0
73,10100,0,0
73,10202,0,0
73,10108,0,0
73,10038,0,0
73,10158,0,0
73,10000,0,0
73,9974,0,0
73,9960,0,0
73,10042,0,0
74,9958,0,0
74,10014,0,0
74,9958,0,0
74,9968,0,0
74,9994,0,0
74,9896,0,0
74,9884,0,0
74,9948,0,0
74,9748,0,0
74,9892,0,0
75,10198,0,0
75,9676,0,0
75,9828,0,0
75,9866,0,0
75,9984,0,0
75,9946,0,0
75,9846,0,0
75,10440,0,0
75,10344,0,0
75,10396,0,0
76,10402,0,0
76,10038,0,0
76,10040,0,0
76,10116,0,0
76,10036,0,0
76,9990,0,0
76,9898,0,0
76,9900,0,0
76,9984,0,0
76,9886,0,0
77,10174,0,0
77,10098,0,0
77,9956,0,0
77,10284,0,0
77,10396,0,0
77,10090,0,0
77,9936,0,0
77,10018,0,0
77,9986,0,0
77,9950,0,0
78,10082,0,0
78,9920,0,0
78,9960,0,0
78,9938,0,0
78,9946,0,0
78,10024,0,0
78,9618,0,0
78,9760,0,0
78,9832,0,0
78,9838,0,0
79,9908,0,0
79,9966,0,0
79,10432,0,0
79,10342,0,0
79,10284,0,0
79,10288,0,0
79,10372,0,0
79,9974,0,0
79,9958,0,0
79,10048,0,0
80,10222,0,0
80,10488,0,0
80,10514,0,0
80,10446,0,0
80,9886,0,0
80,10084,0,0
80,9900,0,0
80,10134,0,0
80,10068,0,0
80,9906,0,0
81,9952,0,0
81,10282,0,0
81,10458,0,0
81,10448,0,0
81,10430,0,0
81,10484,0,0
81,10438,0,0
81,10336,0,0
81,10488,0,0
81,10262,0,0
82,9866,0,0
82,9856,0,0
82,10010,0,0
82,9988,0,0
82,10016,0,0
82,9880,0,0
82,9964,0,0
82,9854,0,0
82,10048,0,0
82,9938,0,0
83,9800,0,0
83,9836,0,0
83,9888,0,0
83,10156,0,0
83,9870,0,0
83,9918,0,0
83,10076,0,0
83,9904,0,0
83,10198,0,0
83,10344,0,0
84,9992,0,0
84,9964,0,0
84,10102,0,0
84,10064,0,0
84,10164,0,0
84,9990,0,0
84,10084,0,0
84,10028,0,0
84,9922,0,0
84,10024,0,0
85,10104,0,0
85,9960,0,0
85,9878,0,0
85,10052,0,0
85,9922,0,0
85,9938,0,0
85,9934,0,0
85,9920,0,0
85,9940,0,0
85,9994,0,0
86,10046,0,0
86,9986,0,0
86,10192,0,0
86,10192,0,0
86,10168,0,0
86,9980,0,0
86,10008,0,0
86,9990,0,0
86,10050,0,0
86,9992,0,0
87,10310,0,0
87,10218,0,0
87,10352,0,0
87,10334,0,0
87,10042,0,0
87,9994,0,0
87,10014,0,0
87,9956,0,0
87,9896,0,0
87,10002,0,0
88,9930,0,0
88,9944,0,0
88,9804,0,0
88,9854,0,0
88,9994,0,0
88,9928,0,0
88,9804,0,0
88,10116,0,0
88,10552,0,0
88,10342,0,0
89,10358,0,0
89,10398,0,0
89,10262,0,0
89,10254,0,0
89,9858,0,0
89,9810,0,0
89,9874,0,0
89,10346,0,0
89,10390,0,0
89,10298,0,0
90,10300,0,0
90,10412,0,0
90,10396,0,0
90,10536,0,0
90,10346,0,0
90,10298,0,0
90,9980,0,0
90,9922,0,0
90,9940,0,0
90,10020,0,0
91,9956,0,0
91,9900,0,0
91,9820,0,0
91,9782,0,0
91,9744,0,0
91,9744,0,0
91,9802,0,0
91,9990,0,0
91,9630,0,0
91,9898,0,0
92,10008,0,0
92,9910,0,0
92,9804,0,0
92,10042,0,0
92,9940,0,0
92,10310,0,0
92,10184,0,0
92,9996,0,0
92,10060,0,0
92,9866,0,0
93,9970,0,0
93,10018,0,0
93,9934,0,0
93,10064,0,0
93,10096,0,0
93,9914,0,0
93,10104,0,0
93,10006,0,0
93,10048,0,0
93,9940,0,0
94,9826,0,0
94,9688,0,0
94,9730,0,0
94,10438,0,0
94,10420,0,0
94,10336,0,0
94,9912,0,0
94,10024,0,0
94,10278,0,0
94,10380,0,0
95,9960,0,0
95,10108,0,0
95,9852,0,0
95,10072,0,0
95,9800,0,0
95,9808,0,0
95,9862,0,0
95,9696,0,0
95,9746,0,0
95,9802,0,0
96,9828,0,0
96,9810,0,0
96,9980,0,0
96,9946,0,0
96,9932,0,0
96,9942,0,0
96,9938,0,0
96,10016,0,0
96,10040,0,0
96,9918,0,0
97,10180,0,0
97,10408,0,0
97,10230,0,0
97,10440,0,0
97,10412,0,0
97,10382,0,0
97,10358,0,0
97,10340,0,0
97,10468,0,0
97,10252,0,0
98,10278,0,0
98,10392,0,0
98,9880,0,0
98,9918,0,0
98,9932,0,0
98,10008,0,0
98,10008,0,0
98,10298,0,0
98,10422,0,0
98,10378,0,0
99,10100,0,0
99,9932,0,0
99,10234,0,0
99,10270,0,0
99,10242,0,0
99,10004,0,0
99,10088,0,0
99,10394,0,0
99,9900,0,0
99,9970,0,0
100,9950,0,0
100,10100,0,0
100,10108,0,0
100,9946,0,0
100,9900,0,0
100,9970,0,0
100,10444,0,0
100,10412,0,0
100,10404,0,0
100,10364,0,0
101,10368,0,0
101,10346,0,0
101,10350,0,0
101,10326,0,0
101,10526,0,0
101,10096,0,0
101,10028,0,0
101,9930,0,0
101,9900,0,0
101,9902,0,0
102,10074,0,0
102,9984,0,0
102,9810,0,0
102,10194,0,0
102,10288,0,0
102,10330,0,0
102,10402,0,0
102,10720,0,0
102,10372,0,0
102,10272,0,0
103,10076,0,0
103,10000,0,0
103,9952,0,0
103,10274,0,0
103,10034,0,0
103,10362,0,0
103,10420,0,0
103,9870,0,0
103,10008,0,0
103,9966,0,0
104,9968,0,0
104,9946,0,0
104,9950,0,0
104,9828,0,0
104,9968,0,0
104,10022,0,0
104,9722,0,0
104,9846,0,0
104,9604,0,0
104,10142,0,0
105,9900,0,0
105,9994,0,0
105,10084,0,0
105,9886,0,0
105,10242,0,0
105,10284,0,0
105,10064,0,0
105,9926,0,0
105,10108,0,0
105,10266,0,0
106,10414,0,0
106,10294,0,0
106,9956,0,0
106,10072,0,0
106,9922,0,0
106,9996,0,0
106,10202,0,0
106,9998,0,0
106,9916,0,0
106,9966,0,0
107,9982,0,0
107,9794,0,0
107,10064,0,0
107,9998,0,0
107,10038,0,0
107,9598,0,0
107,9634,0,0
107,9824,0,0
107,9874,0,0
107,9672,0,0
108,9836,0,0
108,9778,0,0
108,9742,0,0
108,9866,0,0
108,10180,0,0
108,9914,0,0
108,9950,0,0
108,9944,0,0
108,9970,0,0
108,9852,0,0
109,9918,0,0
109,9828,0,0
109,10064,0,0
109,9962,0,0
109,9934,0,0
109,9900,0,0
109,10086,0,0
109,10476,0,0
109,10378,0,0
109,10440,0,0
110,10404,0,0
110,10376,0,0
110,10434,0,0
110,10354,0,0
110,10406,0,0
110,10438,0,0
110,10426,0,0
110,10484,0,0
110,10258,0,0
110,10236,0,0
111,10398,0,0
111,10518,0,0
111,10460,0,0
111,10390,0,0
111,10304,0,0
111,10390,0,0
111,10406,0,0
111,10414,0,0
111,10250,0,0
111,10624,0,0
112,10494,0,70
112,10404,0,70
112,10342,0,0
112,10568,0,70
112,10470,0,70
112,10530,0,70
112,10018,0,0
112,10060,0,0
112,9938,0,0
112,10028,0,0
113,10012,0,0
113,10498,0,0
113,10466,0,0
113,10408,0,0
113,10442,0,0
113,10426,0,0
113,10416,0,0
113,10436,0,0
113,10290,0,0
113,10476,0,0
114,9946,0,0
114,9834,0,0
114,9910,0,0
114,9870,0,0
114,10048,0,0
114,9926,0,0
114,9986,0,0
114,10004,0,0
114,9918,0,0
114,9970,0,0
115,9876,0,0
115,10006,0,0
115,10018,0,0
115,10094,0,0
115,10260,0,0
115,10446,0,0
115,10480,0,0
115,10438,0,0
115,10436,0,0
115,9926,0,0
116,10038,0,0
116,9874,0,0
116,10028,0,0
116,10018,0,0
116,10280,0,0
116,10208,0,0
116,10278,0,0
116,10518,0,0
116,10578,0,0
116,10126,0,0
117,10054,0,0
117,10024,0,0
117,10032,0,0
117,9950,0,0
117,9914,0,0
117,9890,0,0
117,9842,0,0
117,9990,0,0
117,9976,0,0
117,10234,0,0
118,10376,0,0
118,10382,0,0
118,10424,0,0
118,10374,0,0
118,10264,0,0
118,10036,0,0
118,9990,0,0
118,10028,0,0
118,9888,0,0
118,9974,0,0
119,10020,0,0
119,9898,0,0
119,9918,0,0
119,9880,0,0
119,9992,0,0
119,10046,0,0
119,10068,0,0
119,9930,0,0
119,9962,0,0
119,9962,0,0
120,9974,0,0
120,9702,0,0
120,9756,0,0
120,9862,0,0
120,9772,0,0
120,9824,0,0
120,9680,0,0
120,9702,0,0
120,9680,0,0
120,9680,0,0
121,9854,0,0
121,10018,0,0
121,10006,0,0
121,10140,0,0
121,9930,0,0
121,10048,0,0
121,10026,0,0
121,9988,0,0
121,9852,0,0
121,10042,0,0
122,9954,0,0
122,9950,0,0
122,10072,0,0
122,9988,0,0
122,9856,0,0
122,9604,0,0
122,9858,0,0
122,9904,0,0
122,9900,0,0
122,9922,0,0
123,10250,0,0
123,10006,0,0
123,10046,0,0
123,10018,0,0
123,10052,0,0
123,9968,0,0
123,9704,0,0
123,10004,0,0
123,10078,0,0
123,9808,0,0
124,9910,0,0
124,9714,0,0
124,9864,0,0
124,9978,0,0
124,10028,0,0
124,9932,0,0
124,9760,0,0
124,10096,0,0
124,10320,0,0
124,10216,0,0
125,10352,0,0
125,10432,0,0
125,10422,0,0
125,10420,0,0
125,10472,0,0
125,10486,0,0
125,10452,0,0
125,10418,0,0
125,10454,0,0
125,10398,0,0
126,10138,0,0
126,10678,0,0
126,10474,0,0
126,10384,0,0
126,10228,0,0
126,9950,0,0
126,10018,0,0
126,9932,0,0
126,9922,0,0
126,9992,0,0
127,9928,0,0
127,9908,0,0
127,10014,0,0
127,9862,0,0
127,10218,0,0
127,10396,0,0
127,10320,0,0
127,9880,0,0
127,10050,0,0
127,9944,0,0
128,9908,0,0
128,9952,0,0
128,9978,0,0
128,10018,0,0
128,9866,0,0
128,9916,0,0
128,9948,0,0
128,10004,0,0
128,10060,0,0
128,10012,0,0
129,10380,0,0
129,10438,0,0
129,10550,0,0
129,10358,0,0
129,10436,0,0
129,10268,0,0
129,10462,0,0
129,10400,0,0
129,10308,0,0
129,10486,0,0
130,10468,0,0
130,9962,0,0
130,10004,0,0
130,9908,0,0
130,9978,0,0
130,10000,0,0
130,9826,0,0
130,10008,0,0
130,9928,0,0
130,9932,0,0
131,10078,0,0
131,10010,0,0
131,10280,0,0
131,10174,0,0
131,9894,0,0
131,10132,0,0
131,10118,0,0
131,9980,0,0
131,10012,0,0
131,9978,0,0
132,9976,0,0
132,9982,0,0
132,9944,0,0
132,10022,0,0
132,10004,0,0
132,9922,0,0
132,9918,0,0
132,10004,0,0
132,9956,0,0
132,9980,0,0
133,9800,0,0
133,9976,0,0
133,9990,0,0
133,9712,0,0
133,10170,0,0
133,10320,0,0
133,10396,0,0
133,10060,0,0
133,9970,0,0
133,9908,0,0
134,9918,0,0
134,9886,0,0
134,9974,0,0
134,9880,0,0
134,10004,0,0
134,10092,0,0
134,9994,0,0
134,10018,0,0
134,9822,0,0
134,9920,0,0
135,9934,0,0
135,9964,0,0
135,9904,0,0
135,9906,0,0
135,9844,0,0
135,9776,0,0
135,9858,0,0
135,9950,0,0
135,10066,0,0
135,9952,0,0
136,10248,0,0
136,10078,0,0
136,9930,0,0
136,10120,0,0
136,10360,0,0
136,10256,0,0
136,10360,0,0
136,10182,0,0
136,10220,0,0
136,10394,0,0
137,10406,0,0
137,10138,0,0
137,9862,0,0
137,9994,0,0
137,9984,0,0
137,10028,0,0
137,9948,0,0
137,9934,0,0
137,10092,0,0
137,10296,0,0
138,9986,0,0
138,10074,0,0
138,9948,0,0
138,10108,0,0
138,9956,0,0
138,9988,0,0
138,9950,0,0
138,9958,0,0
138,9922,0,0
138,9972,0,0
139,9936,0,0
139,9984,0,0
139,9924,0,0
139,9916,0,0
139,9866,0,0
139,9782,0,0
139,9906,0,0
139,9986,0,0
139,9798,0,0
139,9690,0,0
140,9924,0,0
140,9836,0,0
140,10072,0,0
140,10158,0,0
140,10404,0,0
140,9870,0,0
140,10014,0,0
140,9858,0,0
140,10270,0,0
140,10458,0,0
141,10406,0,0
141,10498,0,0
141,10330,0,0
141,10330,0,0
141,10450,0,0
141,10220,0,0
141,10176,0,0
141,9780,0,0
141,9866,0,0
141,9922,0,0
142,9936,0,0
142,10012,0,0
142,10508,0,0
142,10420,0,0
142,10000,0,0
142,10206,0,0
142,10310,0,0
142,10340,0,0
142,9936,0,0
142,9942,0,0
143,9978,0,0
143,9850,0,0
143,10094,0,0
143,9952,0,0
143,9896,0,0
143,9998,0,0
143,9938,0,0
143,9914,0,0
143,10068,0,0
143,10130,0,0
144,10036,0,0
144,10306,0,0
144,10218,0,0
144,10046,0,0
144,9842,0,0
144,10022,0,0
144,9920,0,0
144,9860,0,0
144,9776,0,0
144,9988,0,0
145,10106,0,0
145,10360,0,0
145,10522,0,0
145,10320,0,0
145,10450,0,0
145,10318,0,0
145,10484,0,0
145,10452,0,0
145,10286,0,0
145,10244,0,0
146,9894,0,0
146,9984,0,0
146,9976,0,0
146,10006,0,0
146,9888,0,0
146,9944,0,0
146,10032,0,0
146,9992,0,0
146,9702,0,0
146,9712,0,0
147,9810,0,0
147,10060,0,0
147,10042,0,0
147,10070,0,0
147,9900,0,0
147,9902,0,0
147,9818,0,0
147,9894,0,0
147,9864,0,0
147,9924,0,0
148,9962,0,0
148,9904,0,0
148,9986,0,0
148,9738,0,0
148,10044,0,0
148,10086,0,0
148,9872,0,0
148,10054,0,0
148,9840,0,0
148,10054,0,0
149,10436,0,0
149,10242,0,0
149,10384,0,0
149,9960,0,0
149,10022,0,0
149,10000,0,0
149,9994,0,0
149,9956,0,0
149,9952,0,0
149,9918,0,0
150,10012,0,0
150,10098,0,0
150,10026,0,0
150,10032,0,0
150,9834,0,0
150,9970,0,0
150,10012,0,0
150,10166,0,0
150,10332,0,0
150,10064,0,0
151,9966,0,0
151,9936,0,0
151,10064,0,0
151,10258,0,0
151,10024,0,0
151,10056,0,0
151,9966,0,0
151,9888,0,0
151,9914,0,0
151,9890,0,0
152,9998,0,0
152,9994,0,0
152,9928,0,0
152,9938,0,0
152,9958,0,0
152,9826,0,0
152,9796,0,0
152,9886,0,0
152,10028,0,0
152,10042,0,0
153,9930,0,0
153,9948,0,0
153,10154,0,0
153,9972,0,0
153,9946,0,0
153,9880,0,0
153,9818,0,0
153,9972,0,0
153,9914,0,0
153,9948,0,0
154,9728,0,0
154,9920,0,0
154,10084,0,0
154,9884,0,0
154,9550,0,0
154,9862,0,0
154,9856,0,0
154,9986,0,0
154,10008,0,0
